serial number: JANUSZ_2_RI80_21414858
torque: 16
start_temp: 24 (24)
finish_temp: 24 (24)
note: nierowna predkosc d16
0.000000 0.291131 23.966936 13014.410405
0.020010 0.276341 23.983261 13042.951087
0.040020 0.278742 23.949195 13098.005747
0.060030 0.292050 23.981364 13120.534091
0.080041 0.268230 23.945137 13169.256831
0.100051 0.286886 23.955429 13218.514286
0.120061 0.281305 23.959551 13241.022472
0.140071 0.273019 23.965189 13301.859459
0.160081 0.292426 23.964072 13330.215569
0.180091 0.271567 23.943915 13375.677249
0.200101 0.282652 23.948046 13432.649425
0.220112 0.286610 23.953258 13459.679775
0.240122 0.269362 23.937826 13522.902174
0.260132 0.290684 23.943529 13559.335294
0.280142 0.274438 23.987807 13603.614973
0.300152 0.277715 23.982247 13671.511236
0.320162 0.291509 23.964912 13696.304094
0.340172 0.267021 23.978511 13759.228723
0.360183 0.286846 23.981839 13812.350575
0.380193 0.279326 23.967865 13849.702247
0.400203 0.271619 23.954565 13925.494565
0.420213 0.291851 23.957895 13961.421053
0.440223 0.268877 23.981390 14019.957219
0.460233 0.281957 23.951556 14093.916667
0.480243 0.284901 23.949943 14128.731429
0.500254 0.267731 23.971803 14211.163934
0.520264 0.289776 23.897701 14262.672414
0.540274 0.271492 23.942340 14323.053191
0.560284 0.276938 23.971724 14413.879310
0.580294 0.290568 23.957029 14452.274286
0.600304 0.265861 23.988571 14540.259259
0.620314 0.286262 23.965943 14615.102857
0.640325 0.276627 23.970330 14672.549451
0.660335 0.270616 23.980773 14777.453039
0.680345 0.291524 23.966279 14831.133721
0.700355 0.266915 23.940317 14919.529101
0.720365 0.282092 23.946743 15023.965714
0.740375 0.283867 23.965455 15080.823864
0.760385 0.267467 23.943069 15199.370370
0.780396 0.290346 23.961657 15281.556213
0.800406 0.271301 23.966203 15369.010695
0.820416 0.278241 23.965556 15501.994444
0.840426 0.290374 23.975723 15569.138728
0.860436 0.264824 23.964278 15691.689840
0.880446 0.286947 23.967086 15806.257143
0.900456 0.276545 23.976796 15887.093923
0.920467 0.272815 23.972022 16030.650273
0.940477 0.292322 23.942222 16113.362573
0.960487 0.266488 23.955676 16224.891892
0.980497 0.282674 23.971525 14785.728814
1.000507 0.283477 23.979887 47.141243
1.020517 0.268489 23.953978 179.833333
1.040528 0.291385 23.969825 282.461988
1.060538 0.271131 23.978824 369.021390
1.080548 0.279506 23.976818 506.176136
1.100558 0.290754 23.995455 574.119318
1.120568 0.266311 23.956324 683.362162
1.140578 0.288560 23.982247 796.168539
1.160588 0.276325 23.956836 861.485876
1.180599 0.273665 23.990330 981.521978
1.200609 0.292536 23.982959 1055.242604
1.220619 0.266565 23.980733 1135.806283
1.240629 0.284842 23.957045 1249.806818
1.260639 0.284271 23.962955 1300.715909
1.280649 0.269738 23.963497 1397.316940
1.300659 0.292197 23.965747 1478.517241
1.320670 0.270181 23.985792 1532.699454
1.340680 0.280059 23.963182 1634.181818
1.360690 0.291897 23.960000 1681.460227
1.380700 0.265684 23.962826 1753.559783
1.400710 0.289334 23.966400 1837.497143
1.420720 0.276936 23.953520 1875.083799
1.440730 0.275287 23.974054 1961.340541
1.460741 0.294011 23.966190 2014.017857
1.480751 0.267337 23.970426 2063.750000
1.500761 0.287306 23.983543 2147.074286
1.520771 0.240807 23.943562 2203.954338
1.540781 0.270505 23.958696 2245.168478
1.560791 0.293895 23.962604 2304.396450
1.580801 0.243017 23.918226 2337.584677
1.600812 0.271112 23.928558 2413.079070
1.620822 0.286720 23.948246 2441.251185
1.640832 0.264517 23.981674 2493.740088
1.660842 0.290592 23.965437 2557.898058
