serial number: JANUSZ_2_RI70_21111530
torque: 8
start_temp: 23 (23)
finish_temp: 23 (24)
note: z janusza 2
0.000000 0.585402 22.982917 13953.645833
0.020010 0.583865 22.985856 14013.872928
0.040020 0.578940 22.975916 14075.602094
0.060030 0.577772 22.983368 14140.821053
0.080041 0.579712 22.986383 14209.856383
0.100051 0.577290 22.981250 14281.734375
0.120061 0.580136 22.976931 14357.211640
0.140071 0.578246 22.977895 14436.531579
0.160081 0.577744 22.979792 14518.562500
0.180091 0.579100 22.977895 14605.378947
0.200101 0.576901 22.987158 14696.063158
0.220112 0.576798 22.992500 14791.098958
0.240122 0.578871 22.984842 14891.252632
0.260132 0.575439 22.970105 14994.157895
0.280142 0.576690 22.966531 15104.137755
0.300152 0.576387 22.991915 15219.404255
0.320162 0.575525 22.990316 15335.321053
0.340172 0.575735 22.985625 15458.671875
0.360183 0.575291 22.969524 15584.169312
0.380193 0.575572 22.988187 15715.259067
0.400203 0.575318 22.988211 15848.957895
0.420213 0.574632 22.996190 15982.158730
0.440223 0.574963 22.977409 16120.217617
0.460233 0.574788 22.973333 16258.248677
0.480243 0.576119 22.975306 6532.734694
0.500254 0.576166 22.990000 153.223404
0.520264 0.574837 22.975130 291.424870
0.540274 0.577832 22.968586 428.853403
0.560284 0.575686 22.972842 564.321053
0.580294 0.577415 22.977755 699.372449
0.600304 0.579072 22.996190 830.809524
0.620314 0.577239 22.991158 958.131579
0.640325 0.580795 22.985946 1080.756757
0.660335 0.580855 23.000000 1199.347594
0.680345 0.581306 22.989319 1313.481675
0.700355 0.582619 22.979574 1425.047872
0.720365 0.581684 22.979683 1531.783069
0.740375 0.580935 22.975873 1633.904762
0.760385 0.582055 22.972421 1732.510526
0.780396 0.581021 22.977204 1825.580645
0.800406 0.583724 22.976821 1916.333333
0.820416 0.584746 22.980645 2004.204301
0.840426 0.585435 22.989149 2086.680851
0.860436 0.586744 22.994974 2166.256545
0.880446 0.586236 22.979355 2241.940860
0.900456 0.588284 22.987826 2313.423913
0.920467 0.589643 22.983542 2382.802083
0.940477 0.587319 22.964541 2449.286486
0.960487 0.589128 22.985514 2512.729730
0.980497 0.589121 22.990213 2574.196809
1.000507 0.589641 22.980765 2633.010929
1.020517 0.593591 22.974468 2688.989362
1.040528 0.589844 22.977872 2742.941489
1.060538 0.591989 22.970217 2795.043478
1.080548 0.595345 22.990055 2843.552486
1.100558 0.593991 22.971489 2890.271277
1.120568 0.597605 22.953191 2935.984043
1.140578 0.596448 22.971868 2978.587912
1.160588 0.599328 22.982054 3019.908108
1.180599 0.602631 22.985333 3059.711111
1.200609 0.600152 22.994889 3097.627778
1.220619 0.604270 22.978378 3134.145946
1.240629 0.604229 22.979785 3170.274194
1.260639 0.604934 22.985618 3204.308989
1.280649 0.606864 22.989890 3236.390110
1.300659 0.604721 22.995870 3268.842391
1.320670 0.608345 22.979227 3299.093923
1.340680 0.609201 22.970503 3329.681564
1.360690 0.607208 22.984088 3357.209945
1.380700 0.611258 22.994945 3386.686813
1.400710 0.608567 22.994222 3411.983333
1.420720 0.610819 23.010769 3440.571429
1.440730 0.613447 22.992265 3465.270718
1.460741 0.609260 22.983955 3490.463277
1.480751 0.612331 22.995824 3517.159341
1.500761 0.611076 22.987416 3539.196629
1.520771 0.611738 22.992542 3565.858757
1.540781 0.614280 23.030889 3588.755556
1.560791 0.611586 23.014749 3611.910615
1.580801 0.615031 22.989050 3637.854749
1.600812 0.616005 22.971803 3658.650273
