pierwsze dotarcie12.931,-17.713,30.0,31.0
23.295,-17.017,30.0,31.0
33.947,-16.969,30.0,31.0
44.295,-16.776,30.0,31.0
54.959,-16.755,30.0,31.0
65.311,-16.598,30.0,31.0
75.659,-16.525,30.470588235294116,31.029411764705884
86.307,-16.271,31.0,31.8
96.663,-16.397,31.0,32.0
107.311,-16.317,31.0,32.0
117.671,-16.224,31.0,32.0
128.327,-16.203,31.0,32.0
138.679,-16.152,31.0,32.0
149.027,-16.130,31.0,32.0
159.679,-16.072,31.0,32.0
170.027,-15.952,31.0,32.0
180.679,-16.103,31.0,32.0
191.031,-15.820,31.0,32.0
201.383,-15.883,31.61764705882353,32.0
212.031,-15.784,31.97142857142857,32.628571428571426
222.383,-15.696,32.0,33.0
233.031,-15.796,32.0,33.0
243.383,-15.762,32.0,33.0
254.035,-15.661,32.0,33.0
264.391,-15.545,32.0,33.0
274.735,-15.558,32.0,33.0
285.387,-15.540,32.0,33.0
295.731,-15.477,32.0,33.0
306.391,-15.577,32.0,33.0
