serial number: RI80_21414842
torque: 16
start_temp: 19 (19)
finish_temp: 19 (20)
note: montaz na obrotach
0.000000 0.086238 19.000000 6799.586207
0.020010 0.075955 19.000000 7713.424242
0.040020 0.071549 19.000000 7332.647482
0.060030 0.087617 19.000000 8081.200000
0.080041 0.067305 19.000000 7235.838926
0.100051 0.080325 19.000000 8500.868852
0.120061 0.080228 19.000000 8595.503937
0.140071 0.070006 19.000000 7649.535211
0.160081 0.087078 19.000000 7945.017699
0.180091 0.072071 19.000000 8314.119718
0.200101 0.077170 19.000000 8282.708661
0.220112 0.084659 19.000000 7730.100840
0.240122 0.068485 19.000000 7667.020408
0.260132 0.085523 19.000000 7158.333333
0.280142 0.075297 19.000000 8275.187970
0.300152 0.073921 19.000000 8580.562963
0.320162 0.087427 19.000000 8339.482456
0.340172 0.069088 19.000000 8199.328767
0.360183 0.083320 19.000000 7599.470588
0.380193 0.078848 19.000000 7959.881890
0.400203 0.070753 19.000000 8446.425532
0.420213 0.086753 19.000000 9432.387931
0.440223 0.070277 19.000000 7809.312057
0.460233 0.079394 19.000000 7363.873016
0.480243 0.082284 19.000000 8272.357724
0.500254 0.068363 19.000000 7387.517241
0.520264 0.085521 19.000000 8310.432203
0.540274 0.072623 19.000000 8163.533333
0.560284 0.075735 19.000000 8686.915385
0.580294 0.085187 19.000000 7410.644068
0.600304 0.067083 19.000000 7438.186667
0.620314 0.082777 19.000000 7793.165289
0.640325 0.076795 19.000000 7878.946970
0.660335 0.072501 19.000000 7880.970370
0.680345 0.086717 19.000000 8753.284483
0.700355 0.070834 19.000000 7687.711268
0.720365 0.079356 19.000000 7809.277778
0.740375 0.081317 19.000000 7823.620968
0.760385 0.068759 19.000000 7823.138889
0.780396 0.085200 19.000000 7575.176471
0.800406 0.072606 19.000000 7992.890511
0.820416 0.076764 19.000000 7659.761538
0.840426 0.084153 19.000000 8286.683333
0.860436 0.068107 19.000000 7007.687075
0.880446 0.083981 19.000000 7832.633333
0.900456 0.076753 19.000000 8718.632812
0.920467 0.073047 19.000000 7575.985401
0.940477 0.084839 19.000000 7588.864407
0.960487 0.069075 19.000000 8131.650685
0.980497 0.081461 19.000000 7024.385246
1.000507 0.080975 19.000000 7512.241935
1.020517 0.069571 19.000000 7622.151724
1.040528 0.084639 19.000000 7448.322034
1.060538 0.071477 19.000000 8282.285714
1.080548 0.078784 19.000000 7923.587302
1.100558 0.082058 19.000000 7682.203252
1.120568 0.068905 19.000000 8612.020690
1.140578 0.086410 19.000000 7956.730435
1.160588 0.075625 19.000000 7783.212121
1.180599 0.073917 19.000000 8002.792593
1.200609 0.083736 19.000000 8783.308333
1.220619 0.068864 19.000000 7928.344828
1.240629 0.083734 19.000000 7640.991597
1.260639 0.080318 19.000000 7886.768000
1.280649 0.069864 19.000000 7505.246479
1.300659 0.085011 19.000000 7982.457627
1.320670 0.071406 19.000000 8022.496350
1.340680 0.078933 19.000000 8529.835938
1.360690 0.083227 19.000000 8005.508333
1.380700 0.068454 19.000000 7889.000000
1.400710 0.084874 19.000000 8526.831933
1.420720 0.074000 19.000000 7915.731343
1.440730 0.074778 19.000000 7483.195489
1.460741 0.084866 19.000000 8108.406780
1.480751 0.068133 19.000000 7886.489796
1.500761 0.083927 19.000000 7341.705882
1.520771 0.077273 19.000000 7997.906977
1.540781 0.070183 19.000000 8221.412587
1.560791 0.085838 19.000000 9009.043103
1.580801 0.071164 19.000000 7527.758865
1.600812 0.080204 19.000000 7474.653226
1.620822 0.080688 19.000000 8742.830645
1.640832 0.068669 19.000000 8026.013699
1.660842 0.085937 19.000000 7464.818966
1.680852 0.073441 19.000000 8108.051095
1.700862 0.075899 19.000000 8025.810606
1.720872 0.083689 19.000000 8128.866667
1.740883 0.068657 19.000000 8659.739726
1.760893 0.084503 19.000000 8360.016949
1.780903 0.076960 19.000000 8008.546154
1.800913 0.072161 19.000000 7752.652174
1.820923 0.087397 19.000000 7343.852174
1.840933 0.070329 19.000000 8197.943662
1.860943 0.080489 19.000000 7959.414634
1.880954 0.081195 19.000000 7672.814516
1.900964 0.068386 19.000000 8767.299320
1.920974 0.088967 19.000000 8899.080357
1.940984 0.072476 19.000000 9065.978261
1.960994 0.074438 19.000000 8406.711111
1.981004 0.083798 19.000000 8075.655462
2.001014 0.066657 19.000000 8108.377483
2.021025 0.085617 19.000000 8523.000000
2.041035 0.075947 19.000000 7552.323308
2.061045 0.071399 19.000000 7058.424460
2.081055 0.087149 19.000000 7993.895652
2.101065 0.067621 19.000000 7948.405405
2.121075 0.080053 19.000000 7540.983871
2.141085 0.078967 19.000000 8522.468750
2.161096 0.067008 19.000000 7940.905405
2.181106 0.087384 19.000000 7602.324561
2.201116 0.070110 19.000000 7156.770833
2.221126 0.074410 19.000000 8043.368421
2.241136 0.083751 19.000000 8408.705882
2.261146 0.066144 19.000000 8527.450980
2.281156 0.084664 19.000000 8058.646552
2.301167 0.073305 19.000000 7951.594203
2.321177 0.069822 19.000000 7378.888112
2.341187 0.086374 19.000000 8186.278261
2.361197 0.066416 19.000000 8121.761589
2.381207 0.079213 19.000000 7851.976000
2.401217 0.078040 19.000000 8952.320611
2.421227 0.064699 19.000000 7838.156863
2.441238 0.087503 19.000000 8702.508772
2.461248 0.066489 19.000000 7645.657895
2.481258 0.073429 19.000000 7194.170370
2.501268 0.082742 19.000000 9027.884298
2.521278 0.062014 19.000000 8456.832298
2.541288 0.083827 19.000000 8420.042017
