serial number: JANUSZ_2_RI80_21414850
torque: 16
start_temp: 24 (25)
finish_temp: 24 (25)
note: po demontazuz ramienia
0.000000 0.349461 24.000000 8861.080402
0.020010 0.349260 24.000000 8990.536946
0.040020 0.349373 24.000000 9132.208955
0.060030 0.349736 24.000000 9277.000000
0.080041 0.348954 24.000000 9396.623762
0.100051 0.349605 24.000000 9537.980000
0.120061 0.349603 24.000000 9656.550000
0.140071 0.348914 24.000000 9773.845000
0.160081 0.349930 24.000000 9897.150000
0.180091 0.348756 24.004490 9987.846939
0.200101 0.349089 24.000580 10093.439614
0.220112 0.350473 24.000000 10188.076142
0.240122 0.348720 24.000000 10264.314136
0.260132 0.349435 24.000000 10355.556213
0.280142 0.348904 24.000000 10424.784091
0.300152 0.349256 24.000000 10501.672414
0.320162 0.349443 24.000000 10579.105263
0.340172 0.348180 24.000000 10637.715976
0.360183 0.349405 24.000000 10712.164706
0.380193 0.349089 24.000000 10775.482759
0.400203 0.349280 24.000000 10836.888889
0.420213 0.350302 24.000000 10905.706897
0.440223 0.349179 24.000000 10954.488235
0.460233 0.349216 24.000000 11015.526012
0.480243 0.350488 24.000000 11069.011696
0.500254 0.348880 24.000000 11113.276471
0.520264 0.349569 24.000000 11164.935673
0.540274 0.349256 24.000000 11203.280000
0.560284 0.350268 24.000000 11247.272189
0.580294 0.350121 24.000000 11287.137931
0.600304 0.349061 24.000000 11321.133721
0.620314 0.350481 24.000000 11360.561404
0.640325 0.349978 24.000000 11392.094118
0.660335 0.350569 24.000000 11422.732558
0.680345 0.351192 24.000000 11459.725146
0.700355 0.350372 24.000000 11482.900585
0.720365 0.350937 24.000000 11517.635294
0.740375 0.351950 24.000000 11545.355030
0.760385 0.350480 24.003953 11570.232558
0.780396 0.351484 24.007458 11604.497175
0.800406 0.350899 24.000000 11626.234940
0.820416 0.352472 24.000000 11656.145349
0.840426 0.351972 23.981205 11685.831325
0.860436 0.350682 23.994884 11706.691860
0.880446 0.351924 24.000000 11738.301775
0.900456 0.351367 24.000000 11761.676136
0.920467 0.351724 24.000000 11786.257310
0.940477 0.352370 24.000000 11815.777108
0.960487 0.351342 24.000000 11830.317919
0.980497 0.351744 24.000000 11855.277457
1.000507 0.353169 24.000000 11876.041420
1.020517 0.351986 24.000000 11892.269006
1.040528 0.352922 24.000000 11915.886228
1.060538 0.351880 24.000000 11927.672515
1.080548 0.352809 23.978851 11951.356322
1.100558 0.352634 23.998084 11968.479042
1.120568 0.351350 24.000000 11987.273256
1.140578 0.352721 23.994556 12006.834320
1.160588 0.352233 23.999524 12018.839286
1.180599 0.352577 24.000000 12040.266272
1.200609 0.353004 24.000000 12056.785311
1.220619 0.352064 24.000000 12071.200000
1.240629 0.352473 24.000000 12094.886228
1.260639 0.353562 24.000000 12105.555556
1.280649 0.352584 24.000000 12126.272189
1.300659 0.353423 24.000000 12150.976744
1.320670 0.352719 24.000000 12160.133333
1.340680 0.353679 24.000000 12185.502825
1.360690 0.353939 24.000000 12205.349398
1.380700 0.352266 24.000000 12216.953216
1.400710 0.353032 24.000000 12242.363095
1.420720 0.353120 24.000000 12255.994152
1.440730 0.353346 24.000000 12270.476471
1.460741 0.353558 24.000000 12288.164706
1.480751 0.353163 24.000000 12302.382353
1.500761 0.353448 23.995814 12322.534884
1.520771 0.354454 23.992381 12331.803571
1.540781 0.353205 23.994083 12342.467456
1.560791 0.353950 24.005680 12360.195266
1.580801 0.353449 24.000231 12370.294798
1.600812 0.354471 24.000000 12389.759036
1.620822 0.355179 24.000000 12402.311765
1.640832 0.353296 24.000000 12411.900000
1.660842 0.354604 24.000000 12430.792899
1.680852 0.354673 24.000000 12445.029412
1.700862 0.354795 24.000000 12467.425150
1.720872 0.354755 24.000000 12482.216374
1.740883 0.354234 24.000000 12494.337278
1.760893 0.354584 24.000000 12522.869822
1.780903 0.355149 24.000000 12539.714286
1.800913 0.354393 24.000000 12556.052326
1.820923 0.355228 24.000000 12575.562130
1.840933 0.354555 24.000000 12589.615385
1.860943 0.354947 24.000000 12619.285714
1.880954 0.355326 24.000000 12635.284024
1.900964 0.354403 24.000000 12648.024242
1.920974 0.355526 24.000000 12667.745665
1.940984 0.355308 24.000000 12681.668639
1.960994 0.355677 24.000000 12707.095238
1.981004 0.355019 24.000000 12731.751479
2.001014 0.354978 24.000000 12752.198830
2.021025 0.355512 24.000000 12782.257485
2.041035 0.355568 24.000000 12800.694118
2.061045 0.355476 24.000000 12831.863905
2.081055 0.356437 24.000000 12857.386905
2.101065 0.355183 24.000000 12874.242424
2.121075 0.355889 24.000000 12909.819767
2.141085 0.356058 24.000000 12928.363095
2.161096 0.354661 24.000000 12954.678571
2.181106 0.355961 24.000000 12983.609467
2.201116 0.355285 24.000000 13001.147929
2.221126 0.356193 24.000000 13035.520710
2.241136 0.355838 24.000000 13058.952663
2.261146 0.355293 23.994588 13086.176471
2.281156 0.356303 23.999521 13119.167665
2.301167 0.355689 24.000000 13149.290698
2.321177 0.355561 24.006024 13182.228916
2.341187 0.356382 24.000000 13220.429412
2.361197 0.355331 24.000000 13249.518072
2.381207 0.355840 24.000000 13295.397661
2.401217 0.356480 24.000000 13333.982249
2.421227 0.355440 24.000000 13373.347305
2.441238 0.356638 24.000000 13420.313953
2.461248 0.355872 24.000000 13457.884848
2.481258 0.356487 24.000000 13510.529070
2.501268 0.355801 24.000000 13558.437126
2.521278 0.355476 24.000000 13605.443787
2.541288 0.356453 24.000000 13668.333333
2.561298 0.356027 24.000000 13720.750000
2.581309 0.356602 24.000000 13789.125000
2.601319 0.357360 24.000000 13858.532934
2.621329 0.356611 24.000000 13919.927711
2.641339 0.356432 24.000479 14005.706587
2.661349 0.356941 24.005380 14081.210526
2.681359 0.356686 24.000000 14163.754491
2.701369 0.357512 24.000000 14257.982249
2.721380 0.356768 24.000000 14338.104651
2.741390 0.357514 24.000000 14442.654321
2.761400 0.356537 24.000000 14536.088235
2.781410 0.356983 24.000000 14630.266272
2.801420 0.357632 24.000000 14746.301205
2.821430 0.356739 24.000000 14845.005848
2.841440 0.357889 24.000000 14965.662722
2.861451 0.357940 24.000000 15087.508982
2.881461 0.357834 24.000000 15197.578313
2.901471 0.357833 24.000000 15340.787879
2.921481 0.357940 24.000000 15468.331395
2.941491 0.357875 24.000000 15606.700599
2.961501 0.358379 24.000000 15761.982143
2.981511 0.357678 24.000000 15895.654762
3.001522 0.358423 24.000000 16060.321212
3.021532 0.357954 24.000000 16214.882353
3.041542 0.358219 24.000000 10279.544910
3.061552 0.358993 24.000000 154.365854
3.081562 0.357786 24.000000 299.720238
3.101572 0.359075 24.000000 461.077844
3.121583 0.358812 24.000000 624.000000
3.141593 0.358622 24.000000 760.297619
3.161603 0.358596 24.000000 925.744186
3.181613 0.359034 24.000000 1062.759036
