serial number: RI70_21209061
torque: 8
start_temp: 27 (27)
finish_temp: 27 (28)
note: montaz na obrotach
0.000000 0.936843 26.906595 3316.670270
0.020010 0.935279 26.935165 3364.873626
0.040020 0.936266 26.922873 3411.740331
0.060030 0.938869 26.908508 3458.303867
0.080041 0.937609 26.917303 3501.640449
0.100051 0.941404 26.896923 3543.516484
0.120061 0.940868 26.874889 3586.561111
0.140071 0.940162 26.868108 3625.156757
0.160081 0.944554 26.884222 3663.294444
0.180091 0.941656 26.889556 3700.283333
0.200101 0.944445 26.890337 3732.033708
0.220112 0.944640 26.875531 3766.631285
0.240122 0.942328 26.890112 3794.764045
0.260132 0.946933 26.913149 3827.149171
0.280142 0.944560 26.922637 3853.901099
0.300152 0.944484 26.925682 3883.505682
0.320162 0.947217 26.910919 3909.297297
0.340172 0.944640 26.900455 3933.068182
0.360183 0.947855 26.908764 3959.264045
0.380193 0.946732 26.915957 3980.021277
0.400203 0.945637 26.903815 4004.514451
0.420213 0.950125 26.906067 4023.943820
0.440223 0.947197 26.903568 4047.172973
0.460233 0.949026 26.915410 4068.890710
0.480243 0.949327 26.910983 4083.566474
0.500254 0.947888 26.918222 4106.572222
0.520264 0.951637 26.918453 4126.889503
0.540274 0.949316 26.916532 4137.416185
0.560284 0.949366 26.896393 4152.672131
0.580294 0.951739 26.900552 4172.049724
0.600304 0.949733 26.908941 4187.705882
0.620314 0.952102 26.903425 4208.679558
0.640325 0.951752 26.891778 4228.788889
0.660335 0.949470 26.892655 4249.457627
0.680345 0.954217 26.891397 4282.575419
0.700355 0.950906 26.890562 4305.325843
0.720365 0.952024 26.901622 4341.000000
0.740375 0.952370 26.884545 4369.931818
0.760385 0.950282 26.872849 4407.201117
0.780396 0.954260 26.879556 4439.605556
0.800406 0.951794 26.885714 4479.032967
0.820416 0.951738 26.891329 4513.393064
0.840426 0.953604 26.863956 4551.401099
0.860436 0.951084 26.878202 4587.235955
0.880446 0.953805 26.887416 4621.235955
0.900456 0.952578 26.896457 4653.611429
0.920467 0.951178 26.896133 4688.580110
0.940477 0.954241 26.917753 4717.988764
0.960487 0.951451 26.917348 4752.475138
0.980497 0.952132 26.897500 4785.017045
1.000507 0.952699 26.894972 4814.195531
1.020517 0.950596 26.902762 4850.171271
1.040528 0.954349 26.911954 4878.477011
1.060538 0.952350 26.916425 4910.290503
1.080548 0.951500 26.900765 4940.081967
1.100558 0.953449 26.884598 4971.155172
1.120568 0.951424 26.901202 5002.267760
1.140578 0.954265 26.911136 5033.977273
1.160588 0.952898 26.906292 5066.061798
1.180599 0.951581 26.882444 5099.466667
1.200609 0.954978 26.882312 5131.682081
1.220619 0.952890 26.906222 5166.461111
1.240629 0.953154 26.913187 5199.796703
1.260639 0.953872 26.911591 5237.045455
1.280649 0.952288 26.904972 5268.745856
1.300659 0.955961 26.919553 5307.117318
1.320670 0.953827 26.910508 5341.983051
1.340680 0.954322 26.928764 5379.539326
1.360690 0.955619 26.934607 5415.893258
1.380700 0.953550 26.918192 5451.977401
1.400710 0.956583 26.914545 5488.886364
1.420720 0.955391 26.910787 5525.230337
1.440730 0.954532 26.885525 5563.734807
1.460741 0.957296 26.892000 5602.527778
1.480751 0.955295 26.903086 5641.714286
1.500761 0.956560 26.904000 5683.550000
