serial number: JANUSZ_3_RI80_21414850
torque: 16
start_temp: 28 (29)
finish_temp: 29 (30)
note: po wymianie przekladni
0.000000 0.256839 28.510690 0.000000
0.020010 0.258121 28.490090 0.000000
0.040020 0.259947 28.487126 0.000000
0.060030 0.260953 28.561333 0.000000
0.080041 0.257450 28.474231 0.000000
0.100051 0.260279 28.476522 0.000000
0.120061 0.259528 28.520982 0.000000
0.140071 0.260238 28.525076 0.000000
0.160081 0.257956 28.469677 0.000000
0.180091 0.256113 28.486054 0.000000
0.200101 0.259406 28.490000 0.000000
0.220112 0.257832 28.557980 0.000000
0.240122 0.257357 28.537100 0.000000
0.260132 0.258588 28.467069 0.000000
0.280142 0.260094 28.514441 0.000000
0.300152 0.261971 28.482353 0.000000
0.320162 0.260623 28.530625 0.000000
0.340172 0.257936 28.500976 0.000000
0.360183 0.257867 28.498090 0.000000
0.380193 0.257632 28.435600 0.000000
0.400203 0.257333 28.499483 0.000000
0.420213 0.259088 28.514025 0.000000
0.440223 0.259260 28.498333 0.000000
0.460233 0.261009 28.474324 0.000000
0.480243 0.258340 28.466154 0.000000
0.500254 0.257776 28.499375 0.000000
0.520264 0.259332 28.497530 0.000000
0.540274 0.257962 28.517348 0.000000
0.560284 0.260389 28.483243 0.000000
0.580294 0.258642 28.508706 0.000000
0.600304 0.259799 28.562359 0.000000
0.620314 0.258626 28.514126 0.000000
0.640325 0.259432 28.554107 0.000000
0.660335 0.260173 28.565970 0.000000
0.680345 0.257683 28.544116 0.000000
0.700355 0.257795 28.494476 0.000000
0.720365 0.261848 28.548344 0.000000
0.740375 0.257359 28.521053 0.000000
0.760385 0.256457 28.548814 0.000000
0.780396 0.258289 28.525102 0.000000
0.800406 0.256778 28.550160 0.000000
0.820416 0.261179 28.558726 0.000000
0.840426 0.258999 28.588814 0.000000
0.860436 0.254762 28.465225 0.000000
0.880446 0.257619 28.516250 0.000000
0.900456 0.256980 28.508079 0.000000
0.920467 0.258119 28.498137 0.000000
0.940477 0.258843 28.513333 0.000000
0.960487 0.258498 28.514038 0.000000
0.980497 0.257754 28.537067 0.000000
1.000507 0.256759 28.530084 0.000000
1.020517 0.256788 28.544262 0.000000
1.040528 0.257457 28.546780 0.000000
1.060538 0.257433 28.500719 0.000000
1.080548 0.260323 28.502250 0.000000
1.100558 0.257425 28.530926 0.000000
1.120568 0.257108 28.525714 0.000000
1.140578 0.258367 28.541622 0.000000
1.160588 0.256001 28.562378 0.000000
1.180599 0.256334 28.546185 0.000000
1.200609 0.256268 28.532857 0.000000
1.220619 0.256654 28.519024 0.000000
1.240629 0.258781 28.490045 0.000000
1.260639 0.256681 28.569362 0.000000
1.280649 0.258000 28.568462 0.000000
1.300659 0.257560 28.538118 0.000000
1.320670 0.256229 28.584138 0.000000
1.340680 0.256922 28.535425 0.000000
1.360690 0.256332 28.571549 0.000000
1.380700 0.257399 28.591209 0.000000
1.400710 0.257343 28.547835 0.000000
1.420720 0.253144 28.518431 0.000000
1.440730 0.257974 28.560385 0.000000
1.460741 0.256058 28.534422 0.000000
1.480751 0.258177 28.558899 0.000000
1.500761 0.258308 28.540599 0.000000
1.520771 0.254933 28.555217 0.000000
1.540781 0.257234 28.510633 0.000000
1.560791 0.255970 28.512000 0.000000
1.580801 0.255902 28.533605 0.000000
1.600812 0.260772 28.550386 0.000000
1.620822 0.257383 28.534561 0.000000
1.640832 0.260070 28.531321 0.000000
1.660842 0.259628 28.560982 0.000000
1.680852 0.257696 28.533222 0.000000
1.700862 0.259630 28.516471 0.000000
1.720872 0.258864 28.549565 0.000000
1.740883 0.259574 28.554630 0.000000
1.760893 0.260075 28.542192 0.000000
1.780903 0.256553 28.547258 0.000000
1.800913 0.260935 28.578353 0.000000
1.820923 0.259918 28.554007 0.000000
1.840933 0.259334 28.517484 0.000000
1.860943 0.260764 28.506509 0.000000
1.880954 0.259584 28.552308 0.000000
1.900964 0.258959 28.524600 0.000000
1.920974 0.260266 28.616552 0.000000
1.940984 0.260561 28.550868 0.000000
1.960994 0.262139 28.557647 0.000000
1.981004 0.259767 28.534847 0.000000
2.001014 0.258386 28.555966 0.000000
2.021025 0.260386 28.534909 0.000000
2.041035 0.259438 28.504250 0.000000
2.061045 0.261772 28.583824 0.000000
2.081055 0.258650 28.545283 0.000000
2.101065 0.260589 28.539273 0.000000
2.121075 0.261261 28.535838 0.000000
2.141085 0.260575 28.583721 0.000000
2.161096 0.261429 28.546939 0.000000
